sentence_id	sentence	target	category	polarity	category_polarity	entailed	start	end
1655504:1	Cheese plate is a varied delight and great bargain at  $10 .	Cheese plate	food prices	neutral	food prices neutral	no	0	0
1655504:2	The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .	bruschettas	food style_options	negative	food style_options negative	no	0	0
1655504:2	The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .	bruschettas	food style_options	positive	food style_options positive	yes	5	6
1655504:2	The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .	bruschettas	food style_options	neutral	food style_options neutral	no	0	0
1655504:2	The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .	paninis	food style_options	negative	food style_options negative	no	0	0
1655504:2	The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .	paninis	food style_options	positive	food style_options positive	yes	7	8
1655504:2	The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .	paninis	food style_options	neutral	food style_options neutral	no	0	0
1655504:2	The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .	tramezzinis	food style_options	negative	food style_options negative	no	0	0
1655504:2	The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .	tramezzinis	food style_options	positive	food style_options positive	yes	9	10
1655504:2	The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .	tramezzinis	food style_options	neutral	food style_options neutral	no	0	0
1655504:3	 (The asparagus , truffle oil , parmesan bruschetta is a winner ! )	asparagus, truffle oil, parmesan bruschetta	food quality	negative	food quality negative	no	0	0
1655504:3	 (The asparagus , truffle oil , parmesan bruschetta is a winner ! )	asparagus, truffle oil, parmesan bruschetta	food quality	positive	food quality positive	yes	0	0
1655504:3	 (The asparagus , truffle oil , parmesan bruschetta is a winner ! )	asparagus, truffle oil, parmesan bruschetta	food quality	neutral	food quality neutral	no	0	0
1655504:4	Wine list is extensive without being over-priced .	Wine list	drinks style_options	negative	drinks style_options negative	no	0	0
1655504:4	Wine list is extensive without being over-priced .	Wine list	drinks style_options	positive	drinks style_options positive	yes	1	3
1655504:4	Wine list is extensive without being over-priced .	Wine list	drinks style_options	neutral	drinks style_options neutral	no	0	0
1655504:4	Wine list is extensive without being over-priced .	Wine list	drinks prices	negative	drinks prices negative	no	0	0
1655504:4	Wine list is extensive without being over-priced .	Wine list	drinks prices	positive	drinks prices positive	yes	1	3
1655504:4	Wine list is extensive without being over-priced .	Wine list	drinks prices	neutral	drinks prices neutral	no	0	0
1655504:5	Be sure to try the seasonal , and always delicious , specials .	specials	food quality	negative	food quality negative	no	0	0
1655504:5	Be sure to try the seasonal , and always delicious , specials .	specials	food quality	positive	food quality positive	yes	12	13
1655504:5	Be sure to try the seasonal , and always delicious , specials .	specials	food quality	neutral	food quality neutral	no	0	0
1655504:6	Definitely a neighborhood favorite .	NULL	restaurant general	negative	restaurant general negative	no	0	0
1655504:6	Definitely a neighborhood favorite .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
1655504:6	Definitely a neighborhood favorite .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1655521:0	I loved this place ! !	place	restaurant general	negative	restaurant general negative	no	0	0
1655521:0	I loved this place ! !	place	restaurant general	positive	restaurant general positive	yes	4	5
1655521:0	I loved this place ! !	place	restaurant general	neutral	restaurant general neutral	no	0	0
1655521:1	I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded .	atmosphere	ambience general	negative	ambience general negative	no	0	0
1655521:1	I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded .	atmosphere	ambience general	positive	ambience general positive	yes	10	11
1655521:1	I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded .	atmosphere	ambience general	neutral	ambience general neutral	no	0	0
1655521:2	The food was very good , a great deal , and the place its self was great .	food	food quality	negative	food quality negative	no	0	0
1655521:2	The food was very good , a great deal , and the place its self was great .	food	food quality	positive	food quality positive	yes	2	3
1655521:2	The food was very good , a great deal , and the place its self was great .	food	food quality	neutral	food quality neutral	no	0	0
1655521:2	The food was very good , a great deal , and the place its self was great .	food	food prices	negative	food prices negative	no	0	0
1655521:2	The food was very good , a great deal , and the place its self was great .	food	food prices	positive	food prices positive	yes	2	3
1655521:2	The food was very good , a great deal , and the place its self was great .	food	food prices	neutral	food prices neutral	no	0	0
1655521:2	The food was very good , a great deal , and the place its self was great .	place	ambience general	negative	ambience general negative	no	0	0
1655521:2	The food was very good , a great deal , and the place its self was great .	place	ambience general	positive	ambience general positive	yes	13	14
1655521:2	The food was very good , a great deal , and the place its self was great .	place	ambience general	neutral	ambience general neutral	no	0	0
1655521:3	The wait staff is very freindly , they make it feel like you 're eating in a freindly little european town .	wait staff	service general	negative	service general negative	no	0	0
1655521:3	The wait staff is very freindly , they make it feel like you 're eating in a freindly little european town .	wait staff	service general	positive	service general positive	yes	2	4
1655521:3	The wait staff is very freindly , they make it feel like you 're eating in a freindly little european town .	wait staff	service general	neutral	service general neutral	no	0	0
1660047:0	I like Cafe Noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !	people	service general	negative	service general negative	yes	15	16
1660047:0	I like Cafe Noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !	people	service general	positive	service general positive	no	0	0
1660047:0	I like Cafe Noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !	people	service general	neutral	service general neutral	no	0	0
1660047:0	I like Cafe Noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !	Cafe Noir	restaurant general	negative	restaurant general negative	no	0	0
1660047:0	I like Cafe Noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !	Cafe Noir	restaurant general	positive	restaurant general positive	yes	3	5
1660047:0	I like Cafe Noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !	Cafe Noir	restaurant general	neutral	restaurant general neutral	no	0	0
1660047:1	The service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .	service	service general	negative	service general negative	yes	2	3
1660047:1	The service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .	service	service general	positive	service general positive	no	0	0
1660047:1	The service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .	service	service general	neutral	service general neutral	no	0	0
1660047:2	The waitress , seems to be more concerned of looking good than actually waitressing .	waitress	service general	negative	service general negative	yes	2	3
1660047:2	The waitress , seems to be more concerned of looking good than actually waitressing .	waitress	service general	positive	service general positive	no	0	0
1660047:2	The waitress , seems to be more concerned of looking good than actually waitressing .	waitress	service general	neutral	service general neutral	no	0	0
1660047:3	After dinner the manager grabbed my boyfriend , asked him : Where are you from . . .maybe you dont know how things work in America . . .and in the end stormed away almost teareyed yelling that tips are the only thing they survive on .	manager	service general	negative	service general negative	yes	4	5
1660047:3	After dinner the manager grabbed my boyfriend , asked him : Where are you from . . .maybe you dont know how things work in America . . .and in the end stormed away almost teareyed yelling that tips are the only thing they survive on .	manager	service general	positive	service general positive	no	0	0
1660047:3	After dinner the manager grabbed my boyfriend , asked him : Where are you from . . .maybe you dont know how things work in America . . .and in the end stormed away almost teareyed yelling that tips are the only thing they survive on .	manager	service general	neutral	service general neutral	no	0	0
1660047:4	We did tip , I guess the model /waitress just wanted more and complained to the manager .	waitress	service general	negative	service general negative	yes	0	0
1660047:4	We did tip , I guess the model /waitress just wanted more and complained to the manager .	waitress	service general	positive	service general positive	no	0	0
1660047:4	We did tip , I guess the model /waitress just wanted more and complained to the manager .	waitress	service general	neutral	service general neutral	no	0	0
1660047:5	The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff , because despite the current one this is a great place .	staff	service general	negative	service general negative	yes	17	18
1660047:5	The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff , because despite the current one this is a great place .	staff	service general	positive	service general positive	no	0	0
1660047:5	The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff , because despite the current one this is a great place .	staff	service general	neutral	service general neutral	no	0	0
1660047:5	The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff , because despite the current one this is a great place .	Cafe Noir	restaurant general	negative	restaurant general negative	no	0	0
1660047:5	The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff , because despite the current one this is a great place .	Cafe Noir	restaurant general	positive	restaurant general positive	yes	11	13
1660047:5	The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff , because despite the current one this is a great place .	Cafe Noir	restaurant general	neutral	restaurant general neutral	no	0	0
1661043:0	Pizza here is consistently good .	Pizza	food quality	negative	food quality negative	no	0	0
1661043:0	Pizza here is consistently good .	Pizza	food quality	positive	food quality positive	yes	1	2
1661043:0	Pizza here is consistently good .	Pizza	food quality	neutral	food quality neutral	no	0	0
1661043:1	Salads are a delicious way to begin the meal .	Salads	food quality	negative	food quality negative	no	0	0
1661043:1	Salads are a delicious way to begin the meal .	Salads	food quality	positive	food quality positive	yes	1	2
1661043:1	Salads are a delicious way to begin the meal .	Salads	food quality	neutral	food quality neutral	no	0	0
1661043:2	You should pass on the calamari .	calamari	food quality	negative	food quality negative	yes	6	7
1661043:2	You should pass on the calamari .	calamari	food quality	positive	food quality positive	no	0	0
1661043:2	You should pass on the calamari .	calamari	food quality	neutral	food quality neutral	no	0	0
1661043:3	It is thick and slightly soggy .	NULL	food quality	negative	food quality negative	yes	0	0
1661043:3	It is thick and slightly soggy .	NULL	food quality	positive	food quality positive	no	0	0
1661043:3	It is thick and slightly soggy .	NULL	food quality	neutral	food quality neutral	no	0	0
1661043:4	Decor is charming .	Decor	ambience general	negative	ambience general negative	no	0	0
1661043:4	Decor is charming .	Decor	ambience general	positive	ambience general positive	yes	1	2
1661043:4	Decor is charming .	Decor	ambience general	neutral	ambience general neutral	no	0	0
1661043:5	Service is average .	Service	service general	negative	service general negative	no	0	0
1661043:5	Service is average .	Service	service general	positive	service general positive	no	0	0
1661043:5	Service is average .	Service	service general	neutral	service general neutral	yes	1	2
1661757:0	What a great place .	place	restaurant general	negative	restaurant general negative	no	0	0
1661757:0	What a great place .	place	restaurant general	positive	restaurant general positive	yes	4	5
1661757:0	What a great place .	place	restaurant general	neutral	restaurant general neutral	no	0	0
1661757:2	The ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .	ambience	ambience general	negative	ambience general negative	no	0	0
1661757:2	The ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .	ambience	ambience general	positive	ambience general positive	yes	2	3
1661757:2	The ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .	ambience	ambience general	neutral	ambience general neutral	no	0	0
1661757:2	The ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .	NULL	restaurant prices	negative	restaurant prices negative	no	0	0
1661757:2	The ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .	NULL	restaurant prices	positive	restaurant prices positive	yes	0	0
1661757:2	The ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .	NULL	restaurant prices	neutral	restaurant prices neutral	no	0	0
1661757:2	The ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .	food	food quality	negative	food quality negative	no	0	0
1661757:2	The ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .	food	food quality	positive	food quality positive	yes	20	21
1661757:2	The ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .	food	food quality	neutral	food quality neutral	no	0	0
1661757:3	I wasn 't thrilled to have to wait on line for thirty minutes , but I guess that 's the price you pay for a popular place .	NULL	service general	negative	service general negative	no	0	0
1661757:3	I wasn 't thrilled to have to wait on line for thirty minutes , but I guess that 's the price you pay for a popular place .	NULL	service general	positive	service general positive	no	0	0
1661757:3	I wasn 't thrilled to have to wait on line for thirty minutes , but I guess that 's the price you pay for a popular place .	NULL	service general	neutral	service general neutral	yes	0	0
1661757:4	I would definitely recommend SEA if you like thai cuisine !	thai cuisine	food quality	negative	food quality negative	no	0	0
1661757:4	I would definitely recommend SEA if you like thai cuisine !	thai cuisine	food quality	positive	food quality positive	yes	9	11
1661757:4	I would definitely recommend SEA if you like thai cuisine !	thai cuisine	food quality	neutral	food quality neutral	no	0	0
1662726:0	I was here a few weeks back and we had the worst customer service experience at a restaurant ever .	customer service	service general	negative	service general negative	yes	13	15
1662726:0	I was here a few weeks back and we had the worst customer service experience at a restaurant ever .	customer service	service general	positive	service general positive	no	0	0
1662726:0	I was here a few weeks back and we had the worst customer service experience at a restaurant ever .	customer service	service general	neutral	service general neutral	no	0	0
1662726:1	A gentleman , maybe the manager , came to our table , and without so much as a smile or greeting asked for our order .	gentleman	service general	negative	service general negative	yes	2	3
1662726:1	A gentleman , maybe the manager , came to our table , and without so much as a smile or greeting asked for our order .	gentleman	service general	positive	service general positive	no	0	0
1662726:1	A gentleman , maybe the manager , came to our table , and without so much as a smile or greeting asked for our order .	gentleman	service general	neutral	service general neutral	no	0	0
1662726:2	When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants , he replied this is not Mcdonald 's , every place makes things differently 	NULL	service general	negative	service general negative	yes	0	0
1662726:2	When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants , he replied this is not Mcdonald 's , every place makes things differently 	NULL	service general	positive	service general positive	no	0	0
1662726:2	When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants , he replied this is not Mcdonald 's , every place makes things differently 	NULL	service general	neutral	service general neutral	no	0	0
1662726:3	While it is understandable that every place is indeed different , there was not a need to be uncourteous to customers and downright rude .	NULL	service general	negative	service general negative	yes	0	0
1662726:3	While it is understandable that every place is indeed different , there was not a need to be uncourteous to customers and downright rude .	NULL	service general	positive	service general positive	no	0	0
1662726:3	While it is understandable that every place is indeed different , there was not a need to be uncourteous to customers and downright rude .	NULL	service general	neutral	service general neutral	no	0	0
1662726:5	Never again !	NULL	restaurant general	negative	restaurant general negative	yes	0	0
1662726:5	Never again !	NULL	restaurant general	positive	restaurant general positive	no	0	0
1662726:5	Never again !	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1663111:0	I absolutely Loved this place .	place	restaurant general	negative	restaurant general negative	no	0	0
1663111:0	I absolutely Loved this place .	place	restaurant general	positive	restaurant general positive	yes	5	6
1663111:0	I absolutely Loved this place .	place	restaurant general	neutral	restaurant general neutral	no	0	0
1663111:2	Excellent atmosphere , delicious dishes good and friendly service .	atmosphere	ambience general	negative	ambience general negative	no	0	0
1663111:2	Excellent atmosphere , delicious dishes good and friendly service .	atmosphere	ambience general	positive	ambience general positive	yes	2	3
1663111:2	Excellent atmosphere , delicious dishes good and friendly service .	atmosphere	ambience general	neutral	ambience general neutral	no	0	0
1663111:2	Excellent atmosphere , delicious dishes good and friendly service .	dishes	food quality	negative	food quality negative	no	0	0
1663111:2	Excellent atmosphere , delicious dishes good and friendly service .	dishes	food quality	positive	food quality positive	yes	5	6
1663111:2	Excellent atmosphere , delicious dishes good and friendly service .	dishes	food quality	neutral	food quality neutral	no	0	0
1663111:2	Excellent atmosphere , delicious dishes good and friendly service .	service	service general	negative	service general negative	no	0	0
1663111:2	Excellent atmosphere , delicious dishes good and friendly service .	service	service general	positive	service general positive	yes	9	10
1663111:2	Excellent atmosphere , delicious dishes good and friendly service .	service	service general	neutral	service general neutral	no	0	0
1663111:3	this is can became on e of the NY Italian Food fare institutions .	NULL	restaurant general	negative	restaurant general negative	no	0	0
1663111:3	this is can became on e of the NY Italian Food fare institutions .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
1663111:3	this is can became on e of the NY Italian Food fare institutions .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1663111:4	I think that it is absolutely brilliant and well runned business operation .	NULL	restaurant general	negative	restaurant general negative	no	0	0
1663111:4	I think that it is absolutely brilliant and well runned business operation .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
1663111:4	I think that it is absolutely brilliant and well runned business operation .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1663111:5	The wine list is also really nice .	wine list	drinks style_options	negative	drinks style_options negative	no	0	0
1663111:5	The wine list is also really nice .	wine list	drinks style_options	positive	drinks style_options positive	yes	2	4
1663111:5	The wine list is also really nice .	wine list	drinks style_options	neutral	drinks style_options neutral	no	0	0
1664346:1	Everything was wonderful ; food , drinks , staff , mileau .	NULL	restaurant general	negative	restaurant general negative	no	0	0
1664346:1	Everything was wonderful ; food , drinks , staff , mileau .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
1664346:1	Everything was wonderful ; food , drinks , staff , mileau .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1664346:1	Everything was wonderful ; food , drinks , staff , mileau .	food	food quality	negative	food quality negative	no	0	0
1664346:1	Everything was wonderful ; food , drinks , staff , mileau .	food	food quality	positive	food quality positive	yes	5	6
1664346:1	Everything was wonderful ; food , drinks , staff , mileau .	food	food quality	neutral	food quality neutral	no	0	0
1664346:1	Everything was wonderful ; food , drinks , staff , mileau .	drinks	drinks quality	negative	drinks quality negative	no	0	0
1664346:1	Everything was wonderful ; food , drinks , staff , mileau .	drinks	drinks quality	positive	drinks quality positive	yes	7	8
1664346:1	Everything was wonderful ; food , drinks , staff , mileau .	drinks	drinks quality	neutral	drinks quality neutral	no	0	0
1664346:1	Everything was wonderful ; food , drinks , staff , mileau .	staff	service general	negative	service general negative	no	0	0
1664346:1	Everything was wonderful ; food , drinks , staff , mileau .	staff	service general	positive	service general positive	yes	9	10
1664346:1	Everything was wonderful ; food , drinks , staff , mileau .	staff	service general	neutral	service general neutral	no	0	0
1664346:1	Everything was wonderful ; food , drinks , staff , mileau .	mileau	ambience general	negative	ambience general negative	no	0	0
1664346:1	Everything was wonderful ; food , drinks , staff , mileau .	mileau	ambience general	positive	ambience general positive	yes	11	12
1664346:1	Everything was wonderful ; food , drinks , staff , mileau .	mileau	ambience general	neutral	ambience general neutral	no	0	0
1664346:2	I would highly recommend this place !	place	restaurant general	negative	restaurant general negative	no	0	0
1664346:2	I would highly recommend this place !	place	restaurant general	positive	restaurant general positive	yes	6	7
1664346:2	I would highly recommend this place !	place	restaurant general	neutral	restaurant general neutral	no	0	0
1671113:0	I have been to Casimir over 5 times and I have always had a great time there .	Casimir	restaurant general	negative	restaurant general negative	no	0	0
1671113:0	I have been to Casimir over 5 times and I have always had a great time there .	Casimir	restaurant general	positive	restaurant general positive	yes	5	6
1671113:0	I have been to Casimir over 5 times and I have always had a great time there .	Casimir	restaurant general	neutral	restaurant general neutral	no	0	0
1671113:1	The food is great and reasonably priced .	food	food quality	negative	food quality negative	no	0	0
1671113:1	The food is great and reasonably priced .	food	food quality	positive	food quality positive	yes	2	3
1671113:1	The food is great and reasonably priced .	food	food quality	neutral	food quality neutral	no	0	0
1671113:1	The food is great and reasonably priced .	food	food prices	negative	food prices negative	no	0	0
1671113:1	The food is great and reasonably priced .	food	food prices	positive	food prices positive	yes	2	3
1671113:1	The food is great and reasonably priced .	food	food prices	neutral	food prices neutral	no	0	0
1671113:2	I have tried to make reservations , but both times , the hostess didn 't have my name .	hostess	service general	negative	service general negative	yes	13	14
1671113:2	I have tried to make reservations , but both times , the hostess didn 't have my name .	hostess	service general	positive	service general positive	no	0	0
1671113:2	I have tried to make reservations , but both times , the hostess didn 't have my name .	hostess	service general	neutral	service general neutral	no	0	0
1671113:3	If the weather is nice , try to snag an outside table .	outside table	ambience general	negative	ambience general negative	no	0	0
1671113:3	If the weather is nice , try to snag an outside table .	outside table	ambience general	positive	ambience general positive	yes	11	13
1671113:3	If the weather is nice , try to snag an outside table .	outside table	ambience general	neutral	ambience general neutral	no	0	0
1671113:4	The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .	staff	service general	negative	service general negative	no	0	0
1671113:4	The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .	staff	service general	positive	service general positive	yes	2	3
1671113:4	The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .	staff	service general	neutral	service general neutral	no	0	0
1671113:4	The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .	unisex bathroom	ambience general	negative	ambience general negative	yes	14	16
1671113:4	The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .	unisex bathroom	ambience general	positive	ambience general positive	no	0	0
1671113:4	The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .	unisex bathroom	ambience general	neutral	ambience general neutral	no	0	0
1700205:0	My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent .	NULL	restaurant general	negative	restaurant general negative	no	0	0
1700205:0	My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
1700205:0	My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1700205:1	From the spectacular caviar to the hospitable waitstaff , I felt like royalty and enjoyed every second of it .	caviar	food quality	negative	food quality negative	no	0	0
1700205:1	From the spectacular caviar to the hospitable waitstaff , I felt like royalty and enjoyed every second of it .	caviar	food quality	positive	food quality positive	yes	4	5
1700205:1	From the spectacular caviar to the hospitable waitstaff , I felt like royalty and enjoyed every second of it .	caviar	food quality	neutral	food quality neutral	no	0	0
1700205:1	From the spectacular caviar to the hospitable waitstaff , I felt like royalty and enjoyed every second of it .	waitstaff	service general	negative	service general negative	no	0	0
1700205:1	From the spectacular caviar to the hospitable waitstaff , I felt like royalty and enjoyed every second of it .	waitstaff	service general	positive	service general positive	yes	8	9
1700205:1	From the spectacular caviar to the hospitable waitstaff , I felt like royalty and enjoyed every second of it .	waitstaff	service general	neutral	service general neutral	no	0	0
1700205:2	Considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .	waitstaff	service general	negative	service general negative	no	0	0
1700205:2	Considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .	waitstaff	service general	positive	service general positive	yes	17	18
1700205:2	Considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .	waitstaff	service general	neutral	service general neutral	no	0	0
1700205:3	I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service .	caviar	food quality	negative	food quality negative	no	0	0
1700205:3	I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service .	caviar	food quality	positive	food quality positive	yes	13	14
1700205:3	I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service .	caviar	food quality	neutral	food quality neutral	no	0	0
1700205:3	I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service .	service	service general	negative	service general negative	no	0	0
1700205:3	I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service .	service	service general	positive	service general positive	yes	16	17
1700205:3	I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service .	service	service general	neutral	service general neutral	no	0	0
1702257:0	Nice Family owned traditional restaurant .	restaurant	restaurant general	negative	restaurant general negative	no	0	0
1702257:0	Nice Family owned traditional restaurant .	restaurant	restaurant general	positive	restaurant general positive	yes	5	6
1702257:0	Nice Family owned traditional restaurant .	restaurant	restaurant general	neutral	restaurant general neutral	no	0	0
1702257:1	Fresh ingredients and everything is made to order .	ingredients	food quality	negative	food quality negative	no	0	0
1702257:1	Fresh ingredients and everything is made to order .	ingredients	food quality	positive	food quality positive	yes	2	3
1702257:1	Fresh ingredients and everything is made to order .	ingredients	food quality	neutral	food quality neutral	no	0	0
1702257:1	Fresh ingredients and everything is made to order .	NULL	food quality	negative	food quality negative	no	0	0
1702257:1	Fresh ingredients and everything is made to order .	NULL	food quality	positive	food quality positive	yes	0	0
1702257:1	Fresh ingredients and everything is made to order .	NULL	food quality	neutral	food quality neutral	no	0	0
1702257:2	I was pleasantly surprised to find this gem in Hoboken .	NULL	restaurant general	negative	restaurant general negative	no	0	0
1702257:2	I was pleasantly surprised to find this gem in Hoboken .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
1702257:2	I was pleasantly surprised to find this gem in Hoboken .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1702257:3	Friendly staff that actually lets you enjoy your meal and the company you 're with .	staff	service general	negative	service general negative	no	0	0
1702257:3	Friendly staff that actually lets you enjoy your meal and the company you 're with .	staff	service general	positive	service general positive	yes	2	3
1702257:3	Friendly staff that actually lets you enjoy your meal and the company you 're with .	staff	service general	neutral	service general neutral	no	0	0
1706644:1	I found the food to be outstanding , particulary the salmon dish I had .	food	food quality	negative	food quality negative	no	0	0
1706644:1	I found the food to be outstanding , particulary the salmon dish I had .	food	food quality	positive	food quality positive	yes	4	5
1706644:1	I found the food to be outstanding , particulary the salmon dish I had .	food	food quality	neutral	food quality neutral	no	0	0
1706644:1	I found the food to be outstanding , particulary the salmon dish I had .	salmon dish	food quality	negative	food quality negative	no	0	0
1706644:1	I found the food to be outstanding , particulary the salmon dish I had .	salmon dish	food quality	positive	food quality positive	yes	11	13
1706644:1	I found the food to be outstanding , particulary the salmon dish I had .	salmon dish	food quality	neutral	food quality neutral	no	0	0
1706644:2	I also ordered the Change Mojito , which was out of this world .	Change Mojito	drinks quality	negative	drinks quality negative	no	0	0
1706644:2	I also ordered the Change Mojito , which was out of this world .	Change Mojito	drinks quality	positive	drinks quality positive	yes	5	7
1706644:2	I also ordered the Change Mojito , which was out of this world .	Change Mojito	drinks quality	neutral	drinks quality neutral	no	0	0
1706644:3	My friends settled for rice dishes , but we came back the following day to try the dim sum , which was good . . .not outstanding , but good .	dim sum	food quality	negative	food quality negative	no	0	0
1706644:3	My friends settled for rice dishes , but we came back the following day to try the dim sum , which was good . . .not outstanding , but good .	dim sum	food quality	positive	food quality positive	no	0	0
1706644:3	My friends settled for rice dishes , but we came back the following day to try the dim sum , which was good . . .not outstanding , but good .	dim sum	food quality	neutral	food quality neutral	yes	18	20
1706644:4	We ate out in the back patio , which is worth it as it 's cool and the music is hear well there .	back patio	ambience general	negative	ambience general negative	no	0	0
1706644:4	We ate out in the back patio , which is worth it as it 's cool and the music is hear well there .	back patio	ambience general	positive	ambience general positive	yes	6	8
1706644:4	We ate out in the back patio , which is worth it as it 's cool and the music is hear well there .	back patio	ambience general	neutral	ambience general neutral	no	0	0
1706644:4	We ate out in the back patio , which is worth it as it 's cool and the music is hear well there .	music	ambience general	negative	ambience general negative	no	0	0
1706644:4	We ate out in the back patio , which is worth it as it 's cool and the music is hear well there .	music	ambience general	positive	ambience general positive	yes	19	20
1706644:4	We ate out in the back patio , which is worth it as it 's cool and the music is hear well there .	music	ambience general	neutral	ambience general neutral	no	0	0
1706644:5	Overall , excellent restaurant !	restaurant	restaurant general	negative	restaurant general negative	no	0	0
1706644:5	Overall , excellent restaurant !	restaurant	restaurant general	positive	restaurant general positive	yes	4	5
1706644:5	Overall , excellent restaurant !	restaurant	restaurant general	neutral	restaurant general neutral	no	0	0
1707201:1	The food was good .	food	food quality	negative	food quality negative	no	0	0
1707201:1	The food was good .	food	food quality	positive	food quality positive	yes	2	3
1707201:1	The food was good .	food	food quality	neutral	food quality neutral	no	0	0
1707201:2	The place was nice and calm .	place	ambience general	negative	ambience general negative	no	0	0
1707201:2	The place was nice and calm .	place	ambience general	positive	ambience general positive	yes	2	3
1707201:2	The place was nice and calm .	place	ambience general	neutral	ambience general neutral	no	0	0
1707201:3	but the service was a bit slow .	service	service general	negative	service general negative	yes	3	4
1707201:3	but the service was a bit slow .	service	service general	positive	service general positive	no	0	0
1707201:3	but the service was a bit slow .	service	service general	neutral	service general neutral	no	0	0
1707741:1	The buffet had a nice selection .	buffet	food style_options	negative	food style_options negative	no	0	0
1707741:1	The buffet had a nice selection .	buffet	food style_options	positive	food style_options positive	yes	2	3
1707741:1	The buffet had a nice selection .	buffet	food style_options	neutral	food style_options neutral	no	0	0
1707741:2	The food was average or above including some surprising tasty dishes .	food	food quality	negative	food quality negative	no	0	0
1707741:2	The food was average or above including some surprising tasty dishes .	food	food quality	positive	food quality positive	yes	2	3
